chapter,character,line
23,Eleanor Shellstrop,No.
23,Eleanor Shellstrop,Can you tell us more about Chidi's and my relationship from that version?
23,Michael,Sorry.
23,Michael,You really got into ethics and you spent a lot of time together.
23,Michael,"Once, you handed him a tissue right before he sneezed, and that simple act of anticipating his needs made him fall for you."
23,Michael,"One night, you took a walk along the lake and you had your first kiss."
23,Michael,Which� gross.
23,Michael,Kissing is gross.
23,Michael,You just mash your food holes together.
23,Michael,It's not for that.
23,Michael,"Anyway, it, uh� it just, you know, bloomed after that."
23,Tahani Al-Jamil,"Look, there are obviously some undealt-with issues here."
23,Tahani Al-Jamil,I propose that everyone who is green go ahead and board the magic balloon and set out to the Good Place.
23,Tahani Al-Jamil,Sort of like an advance team.
23,Tahani Al-Jamil,"We'll put our names in or book a table, however it works, and then we'll send back the magical balloon for the red-light people later on."
23,Tahani Al-Jamil,It's a perfect plan.
23,Tahani Al-Jamil,No!
23,Tahani Al-Jamil,It's not working.
23,Tahani Al-Jamil,It probably thinks I'm Eleanor.
23,Tahani Al-Jamil,"It is I, Tahani."
23,Janet,"In case you were wondering, I am, by definition, the best version of myself because my operating system is always updating."
23,Eleanor Shellstrop,"I'm not sure that's true, Janet."
23,Eleanor Shellstrop,You still haven't talked to Jason about your romantic baggage.
23,Eleanor Shellstrop,And the three of you are in some sort of weird love triangle.
23,Janet,You don't know what you're talking about.
23,Janet,"Also, love isn't a triangle."
23,Janet,It's a five-dimensional blob.
23,Janet,So�
23,Eleanor Shellstrop,Okay.
23,Eleanor Shellstrop,"If you're so perfect, step on the scale."
23,Janet,Fine.
23,Janet,"Ooh, I think I broke it."
23,Tahani Al-Jamil,No!
23,Tahani Al-Jamil,My beautiful balloon scale!
23,Eleanor Shellstrop,It's not yours!
23,Michael,"No, no."
23,Michael,"Please, stop fighting."
23,Michael,"Oh, man."
23,Michael,This stinks.
23,Michael,I'm having this feeling where� what is it called?
23,Michael,You know where you did a thing and you're sad after it?
23,Michael,After-sad?
23,Michael,Is that� no.
23,Michael,You humans have so many emotions!
23,Michael,"You only need two, anger and confusion!"
23,Chidi Anagonye,"Michael, what's going on?"
23,Michael,The problem isn't any of you.
23,Michael,It� this whole balloon thing is a fake.
23,Michael,The truth is I have no idea how to get into the Good Place and I never have.
23,Eleanor Shellstrop,"Well, Michael's right."
23,Eleanor Shellstrop,I'm angry and confused.
23,Chidi Anagonye,"So, months ago, when you said you had this whole complicated plan for getting us to the Good Place --"
23,Michael,It was a lie.
23,Michael,"I assumed if I bought myself some time, I could figure out a way in."
23,Michael,"Guys, I tried a billion different ways."
23,Michael,Not an exaggeration.
23,Michael,I actually tried one billion and 12 different plans.
23,Michael,But the only way into the Good Place is by being a good person on Earth.
23,Tahani Al-Jamil,This is unforgivable.
23,Tahani Al-Jamil,How many times can you betray us?
23,Michael,I'm sorry.
23,Michael,I really am.
23,Michael,"Because while I was searching for a way to get in, I was also taking your ethics classes, learning why it was bad to lie."
23,Michael,"So not only did I fail at getting us into the Good Place, I also learned the error of my ways."
23,Michael,"Real rock bottom for a demon, I'll tell ya."
23,Michael,But this was not torture!
23,Michael,"I was stalling, so I could keep searching for a way in."
23,Michael,"I would've been happy if you were to live in this neighborhood forever, but then Shawn came and just ruined the whole thing."
23,Jason Mendoza,So what happens now?
23,Michael,"Shawn will eventually figure out you're not at Mindy's, and he'll realize that someone on the inside was helping you."
23,Michael,"So, you'll go to the real Bad Place forever, and I will be retired."
23,Michael,You're mad at me.
23,Eleanor Shellstrop,I'm not mad.
23,Eleanor Shellstrop,I'm just disappointed.
23,Michael,"Oh, come on, everyone knows that's worse."
23,Tahani Al-Jamil,"So, this really is the end."
23,Tahani Al-Jamil,"Completely out of options, are we?"
23,Eleanor Shellstrop,Not completely out of options.
23,Eleanor Shellstrop,We can do what the Shellstrops have always done when the chips are down� ignore our problems and drink heavily.
23,Eleanor Shellstrop,Janet!
23,Eleanor Shellstrop,"A million bottles of your finest booze, please!"
23,Tahani Al-Jamil,You all right?
23,Jason Mendoza,Kind of.
23,Jason Mendoza,I asked Michael if I could pop the giant balloon and he said no.
23,Jason Mendoza,"Then I asked if I could suck the helium out of it to make my voice sound funny so it cheers everyone up, and he just kind of sighed and walked away, so I guess that one is still on the table."
23,Jason Mendoza,Are you and me cool?
23,Tahani Al-Jamil,Not exactly.
23,Tahani Al-Jamil,"I think perhaps, given everything, it's best we end our relationship."
23,Tahani Al-Jamil,It's probably about time I stopped relying on others for my sense of self-worth or happiness.
23,Tahani Al-Jamil,"You know, my whole life, whenever I encountered any obstacles, I would simply say, ""I would like to speak to your manager."""
23,Tahani Al-Jamil,"But in our relationship, there is no manager."
23,Tahani Al-Jamil,"There is no one who can fix this for me, except me."
23,Jason Mendoza,My mom was a manager at a pet store.
23,Jason Mendoza,Does that help?
23,Tahani Al-Jamil,"No, and please don't launch into one of --"
23,Jason Mendoza,She got fired after I robbed�
23,Tahani Al-Jamil,"No, Jason."
23,Tahani Al-Jamil,Please�
23,Jason Mendoza,We actually robbed it together.
23,Tahani Al-Jamil,"Please, stop."
23,Jason Mendoza,"Long story short, it was all a dream."
23,Tahani Al-Jamil,"Thank you, Jason, for making this moment a little easier for me."
23,Eleanor Shellstrop,"Dude, here's where I'm at."
23,Eleanor Shellstrop,Feelings are stupid.
23,Chidi Anagonye,Yeah.
23,Chidi Anagonye,Who needs them?
23,Eleanor Shellstrop,"But, uh, in case feelings aren't stupid, and in the case that we are eternally doomed, I thought it might be worth mentioning that I do have feelings for you."
23,Eleanor Shellstrop,And I know you don't feel the same way.
23,Eleanor Shellstrop,"And although that fills me with anger and confusion� wow, Michael was right on the money."
23,Eleanor Shellstrop,I just wanted you to know the truth.
23,Chidi Anagonye,"You are, I mean --"
23,Eleanor Shellstrop,"No, don't say anything."
23,Eleanor Shellstrop,"Don't, don't."
23,Chidi Anagonye,I want to.
23,Chidi Anagonye,I want to.
23,Chidi Anagonye,Here's the thing about me.
23,Chidi Anagonye,You know the sound that a fork makes in the garbage disposal?
23,Chidi Anagonye,That's the sound that my brain makes all the time.
23,Chidi Anagonye,"Just this constant grinding about things I'm afraid of or things that I want or want to want, or want to want to want�"
23,Eleanor Shellstrop,Is it grinding in there right now?
23,Chidi Anagonye,"Yeah, but the point is the circumstances under which we met are completely insane and that just makes the grinding harder."
23,Chidi Anagonye,"I wish we'd met the way normal people meet, like at a philosophy conference or after one of my philosophy lectures, or you came knocking on my office door, asking for help with philosophy."
23,Eleanor Shellstrop,Is that how you think people meet?
23,Chidi Anagonye,I don't know how normal people meet.
23,Eleanor Shellstrop,You're such a nerd.
23,Eleanor Shellstrop,"Attention, everyone!"
23,Eleanor Shellstrop,"We may not know exactly which version of ourselves was technically our best self, but you know what?"
23,Eleanor Shellstrop,I like who we are right now.
23,Eleanor Shellstrop,To this version of us.
23,Eleanor Shellstrop,To the good people we've all become.
23,Tahani Al-Jamil,"Ooh, and to Eleanor, our unofficial leader."
23,Tahani Al-Jamil,You pack a lot of heart and grit into that diminutive frame.
23,Tahani Al-Jamil,Like a scrappy little auto mechanic.
23,Eleanor Shellstrop,"That's the nicest thing you've ever said to me, babe, and I'll take it."
23,Jason Mendoza,And to Janet!
23,Jason Mendoza,The best robot.
23,Janet,Not a robot.
23,Jason Mendoza,Girl.
23,Janet,Not a girl.
23,Jason Mendoza,And straight up hottie!
23,Janet,"I am attractive, yes."
23,Jason Mendoza,Any of us could have ever asked for.
23,Janet,"Thanks, guys."
23,Janet,"Because of the way we were conceived of and created, Janets don't typically give speeches."
23,Eleanor Shellstrop,"Oh, she's done."
23,Eleanor Shellstrop,She's not gonna give a speech.
23,Eleanor Shellstrop,"Okay, cool."
23,Chidi Anagonye,One more toast.
23,Chidi Anagonye,To Michael!
23,Eleanor Shellstrop,Michael!
23,Jason Mendoza,Michael!
23,All,Whoo!
23,Chidi Anagonye,Who is easily the best version of himself.
23,Chidi Anagonye,"Granted, the bar was low."
23,Chidi Anagonye,He is a demon.
23,Chidi Anagonye,"But he made a mistake and admitted he was wrong, which makes him better than 90% of all humans."
23,Eleanor Shellstrop,And you know what?
23,Eleanor Shellstrop,It wasn't really Michael's fault.
23,Eleanor Shellstrop,We weren't getting into the Good Place anyway.
23,Eleanor Shellstrop,"I mean, look at us."
23,Eleanor Shellstrop,"A self-obsessed socialite, a ridiculous giraffe, an absurd British aristocrat, a narcissistic attention-seeker --"
23,Tahani Al-Jamil,Are these all me?
23,Eleanor Shellstrop,"Yes, I was gonna do eight for you and one for everyone else."
23,Eleanor Shellstrop,"The point is, Michael, we forgive you."
23,Eleanor Shellstrop,"I mean, at least you tried to find a way to the Good Place."
23,Eleanor Shellstrop,And that's the greatest thing someone can do.
23,Eleanor Shellstrop,Just try your best.
23,Eleanor Shellstrop,"So, we hereby name you an honorary human, and we would like to present you with this human starter kit."
23,Michael,Car keys.
23,Michael,"So I can lose them and say, ""Has anyone seen my car keys?"""
23,Michael,And then I can do that thing where you� thank you!
23,Michael,"And Band-Aids, for your stupid fragile bodies."
23,Michael,"Oh, and look at this, a stress ball with a dumb corporate logo."
23,Michael,"Oh, I can't wait to keep finding this, and almost throw it away, and then think, ""No, I'll use it."""
23,Michael,"Oh, guys."
23,Michael,"A Dr. Oz diet book, because you're all such suckers."
23,Michael,This is all garbage that I have no real use for.
23,Eleanor Shellstrop,That's right.
23,Eleanor Shellstrop,Welcome to being human.
23,Eleanor Shellstrop,To Michael!
23,Michael,You don't remember?
23,Eleanor Shellstrop,No.
23,Michael,Of course you don't!
23,Janet,That's mean.
23,Michael,That was version one.
23,Janet,"Michael, there's a message coming in from Shawn."
23,Michael,"""Finish shutting everything down."
23,Michael,Sending train first thing tomorrow.
23,Michael,Humans will be captured and tortured soup.
23,Michael,"Sorry, autocorrect."
23,Michael,Soon.
23,Michael,"Although, weirdly, I did just finish turning someone into soup."
23,Michael,So random.
23,Michael,"Okay, bye."""
23,Jason Mendoza,What do you guys think the Bad Place is going to be for you?
23,Jason Mendoza,"I'll probably go to a Skrillex concert, and I'll be waiting for the bass drop."
23,Jason Mendoza,And it� it'll never come.
23,Eleanor Shellstrop,"For me, it'll be camping."
23,Eleanor Shellstrop,"Like, I'll just always be camping."
23,Chidi Anagonye,"I'm pretty good at turning every place I go into my personal hell, so I think they'll have a lot of options for me."
23,Tahani Al-Jamil,Mine will obviously be an eternity spent in the Swiss Alps.
23,Eleanor Shellstrop,That sounds amazing.
23,Tahani Al-Jamil,In autumn.
23,Tahani Al-Jamil,The off-season.
23,Eleanor Shellstrop,"Yeah, still fine."
23,Eleanor Shellstrop,You'd be fine.
23,Eleanor Shellstrop,Who are we kidding?
23,Eleanor Shellstrop,You'll be running the place in the week.
23,Eleanor Shellstrop,"She'll be like, ""Oh, hibbledy-dibbledy, this simply won't do!"
23,Eleanor Shellstrop,"I demand to speak to your manager."""
23,Jason Mendoza,Again!
23,Jason Mendoza,Again!
23,Eleanor Shellstrop,"""Your manager!"""
23,Tahani Al-Jamil,Of course!
23,Tahani Al-Jamil,That's it.
23,Tahani Al-Jamil,We should speak to the manager.
23,Tahani Al-Jamil,"Wait, you said that there was a judge who decides on disputes between the Good Place and the Bad Place, right?"
23,Tahani Al-Jamil,"Some sort of head honcho I could pace in front of and plead our case to, and maybe even wag a finger at disapprovingly?"
23,Michael,I thought about that.
23,Michael,It's a non-starter.
23,Michael,Judge rarely hears cases.
23,Michael,"And the only way to get to the Judge's office is through a portal, and we can never get to that."
23,Chidi Anagonye,Why not?
23,Michael,"We'd have to walk through the actual Bad Place, in plain sight, without getting caught, reach and pass through the portal."
23,Michael,"Convince the Judge to hear us out, even though we didn't go through the proper channels, and then somehow win our unwinnable case."
23,Eleanor Shellstrop,Okay.
23,Eleanor Shellstrop,Let's do it!
23,Michael,You're serious?
23,Eleanor Shellstrop,Yeah!
23,Eleanor Shellstrop,What do we have to lose?
23,Michael,All I've really ever wanted was to know what it feels like to be human.
23,Michael,And now we're going to do the most human thing of all.
23,Michael,Attempt something futile with a ton of unearned confidence and fail spectacularly!
23,Michael,Get up!
23,Michael,Get up!
23,Michael,Everyone!
23,Michael,Get rest tonight.
23,Michael,"First thing tomorrow, we're going to the Bad Place."
23,Chidi Anagonye,We had a lot of good times together.
23,Chidi Anagonye,I'll see you in the next life.
23,Eleanor Shellstrop,"Goodbye, clowns."
23,Eleanor Shellstrop,"Goodbye, modernist architecture that I was too trashy to appreciate."
23,Chidi Anagonye,"Goodbye, house."
23,Eleanor Shellstrop,"Goodbye, house."
23,Bad Janet,"What up, idiot?"
23,Bad Janet,This is the 8:22 express to Bad Place Headquarters.
23,Bad Janet,We'd like to begin the boarding process with our first-class fat dinks.
23,Bad Janet,And there is no overhead storage.
23,Bad Janet,"So if you have any bags, why don't you just go ahead and place them up your fat butts?"
23,Michael,"Sorry about this, Bad Janet."
23,Bad Janet,"Sorry about what, ya fat dink --"
23,Michael,Oh.
23,Eleanor Shellstrop,This was your life's work.
23,Eleanor Shellstrop,Are you okay with leaving the fake Good Place behind?
23,Michael,"As long as I'm with you guys, I'm always in the fake Good Place."
23,Eleanor Shellstrop,That doesn't sound as nice as you think it does.
23,Michael,The real Bad Place was the friends we made along the way.
23,Eleanor Shellstrop,Nope.
23,Eleanor Shellstrop,Still nonsense.
23,Eleanor Shellstrop,One more try.
23,Michael,"In a way, the Good Place was inside the Bad Place all along?"
23,Eleanor Shellstrop,That's technically true.
23,Eleanor Shellstrop,I'll give it to you.
23,Michael,I just made an aphorism.
23,Michael,"Hit it, Janet."
23,Michael,"Next stop, the actual Bad Place!"
24,Eleanor Shellstrop,"You all right, chief?"
24,Eleanor Shellstrop,You look like you lost your lucky bookmark.
24,Chidi Anagonye,"Oh, no!"
24,Chidi Anagonye,Did I?
24,Chidi Anagonye,It's fine.
24,Chidi Anagonye,I got it right here.
24,Chidi Anagonye,"It's just that now that we're actually on the train, heading to Bad Place headquarters, this plan is starting to feel slightly� completely insane."
24,Chidi Anagonye,This is the only way to get to the Judge?
24,Michael,"I'm afraid so, yes."
24,Michael,"See, the Judge exists in a sort of neutral zone, separate from the Good Place and the Bad Place."
24,Michael,"The only things there are the Judge's quarters, the accounting department and the Janet Warehouse."
24,Michael,"No, there's also an IHOP."
24,Jason Mendoza,Oh!
24,Jason Mendoza,I'm gonna order the Rooty Tooty Fresh 'N Fruity!
24,Michael,"No, sorry, in this realm, IHOP stands for ""Interdimensional Hole of Pancakes""."
24,Michael,You don't really eat these pancakes.
24,Michael,It's more like they eat you.
24,Jason Mendoza,Okay.
24,Jason Mendoza,"I'll get eggs, then."
24,Michael,"So, the only way to get to the Judge is through a portal, which is smack dab in the middle of the main office at Bad Place headquarters."
24,Michael,And the only way through the portal is with one of these.
24,Tahani Al-Jamil,What is that?
24,Tahani Al-Jamil,Is that jewelry?
24,Tahani Al-Jamil,Not that it matters.
24,Tahani Al-Jamil,It's just some jewelry I don't have.
24,Tahani Al-Jamil,Can I have it?
24,Michael,These pins are hard to come by.
24,Michael,Only upper management-types have them.
24,Michael,"So, you guys will lay low while I get us four more."
24,Michael,"Janet doesn't need one because, for portals, she counts as a carry-on."
24,Janet,I'm luggage.
24,Michael,I had Janet make you each a Bad Place disguise.
24,Michael,And everyone who worked in the neighborhood has been sent back to their previous departments.
24,Michael,So the chances of you being recognized are very small.
24,Jason Mendoza,I don't know.
24,Jason Mendoza,This plan seems complicated.
24,Eleanor Shellstrop,"To be fair, you once said that about an orange."
24,Jason Mendoza,They don't make sense.
24,Jason Mendoza,"Apples, you eat their clothes, but oranges, you don't?"
24,Jason Mendoza,Forget this plan.
24,Jason Mendoza,I say we huck a Molotov cocktail and run through the portal.
24,Chidi Anagonye,I think we should go with Michael's plan.
24,Jason Mendoza,"I'm telling you, Molotov cocktails work."
24,Jason Mendoza,"Any time I had a problem, and I threw a Molotov cocktail� boom, right away, I had a different problem."
24,Eleanor Shellstrop,He makes a strong case.
24,Michael,"Okay, now you're all gonna need aliases."
24,Eleanor Shellstrop,Cool.
24,Eleanor Shellstrop,I'm gonna be Diana Tremaine.
24,Eleanor Shellstrop,That was the name on my fake ID in high school.
24,Eleanor Shellstrop,"Her address was 123 Whatever Street, Canada City, Canada."
24,Eleanor Shellstrop,Arizona bouncers are the best.
24,Tahani Al-Jamil,Character work.
24,Tahani Al-Jamil,Such fun.
24,Tahani Al-Jamil,I dabbled in a bit of acting after university.
24,Tahani Al-Jamil,"Although mostly, I just stood around while Baz Luhrmann threw glitter on me."
24,Tahani Al-Jamil,"I shall be Rhonda Mumps, and I work down at the hot dog factory."
24,Michael,You need to be more specific.
24,Michael,There are nine Hot Dog Torture Departments.
24,Michael,"Making people into, stuffing people with�"
24,Tahani Al-Jamil,Stuffing people sounds fun.
24,Tahani Al-Jamil,Is that shoving them into vegan's throats?
24,Michael,Yes� throats.
24,Jason Mendoza,I know what my secret identity is.
24,Eleanor Shellstrop,You can't be Blake Bortles.
24,Jason Mendoza,Fine.
24,Jason Mendoza,Then I'll be Jake.
24,Chidi Anagonye,"Don't say ""Jortles""."
24,Jason Mendoza,Jortles!
24,Jason Mendoza,I work in the Molotov Cocktail Department.
24,Michael,I thought you would be more worried about this.
24,Eleanor Shellstrop,We've been knee-deep in demons for 800 reboots now.
24,Eleanor Shellstrop,Lying about who we are is second nature.
24,Michael,Huh.
24,Eleanor Shellstrop,Chidi?
24,Chidi Anagonye,I hate this.
24,Chidi Anagonye,I hate lying.
24,Chidi Anagonye,It's not permissible.
24,Chidi Anagonye,I can't do this.
24,Michael,"Oh, boy."
24,Tahani Al-Jamil,Jeez Louise.
24,Tahani Al-Jamil,"Looks like Chidi has a real case of the Mondays, am I right?"
24,Tahani Al-Jamil,"Hey, pass the Nascar ketchup."
24,Eleanor Shellstrop,"Hey, buddy."
24,Eleanor Shellstrop,"Look, if you don't wanna lie because it conflicts with your moral principles, I get it."
24,Eleanor Shellstrop,No one's gonna be mad at you.
24,Chidi Anagonye,Really?
24,Eleanor Shellstrop,"No, dumbass."
24,Eleanor Shellstrop,I'm lying to you to make you feel better.
24,Eleanor Shellstrop,See?
24,Eleanor Shellstrop,Sometimes lying is awesome.
24,Eleanor Shellstrop,"Plus, I said ""dumbass""."
24,Eleanor Shellstrop,"Oh, cursing, how I've missed you."
24,Chidi Anagonye,"Look, Eleanor, our goal here is to appear in front of a Judge who is going to judge us."
24,Chidi Anagonye,"What if I lie down here and I lose 12 points, then in front of the Judge I'm 12 points short?"
24,Chidi Anagonye,Or what if the Judge doesn't take our case because we lied to get there?
24,Chidi Anagonye,Kant says that lying is always wrong.
24,Chidi Anagonye,I follow that maxim.
24,Eleanor Shellstrop,So you can't even lie to demons?
24,Eleanor Shellstrop,They're trying to torture us!
24,Eleanor Shellstrop,We're behind enemy lines!
24,Chidi Anagonye,Principles aren't principles when you pick and choose when you're gonna follow them.
24,Chidi Anagonye,I won't lie about who I am.
24,Eleanor Shellstrop,Okay.
24,Eleanor Shellstrop,I understand and am cool with it.
24,Chidi Anagonye,"You're lying, aren't you?"
24,Eleanor Shellstrop,Yes.
24,Eleanor Shellstrop,I wanna strangle you.
24,Jason Mendoza,What even is this thing?
24,Jason Mendoza,I hate suits.
24,Jason Mendoza,"They remind me of court, and going to court, and being my own lawyer against the advice of the judge in court, and getting immediately convicted in court."
24,Janet,I think you look nice.
24,Jason Mendoza,I think you look sexy.
24,Janet,Here.
24,Janet,I got you this to help your disguise.
24,Jason Mendoza,"Whoa, a briefcase?"
24,Jason Mendoza,Take my credit card to the hedge fund.
24,Jason Mendoza,I'll meet you at the martini store.
24,Janet,"Oh, you're gonna get caught."
24,Janet,Give me the briefcase back.
24,Janet,Thanks.
24,Jason Mendoza,Aw.
24,Michael,"Janet, you need to get in character, too."
24,Michael,"I know you look like a Bad Janet, but can you act like one?"
24,Janet,I have gained a lot of new skills recently.
24,Janet,"For example, I learned how to be passive-aggressive."
24,Janet,Totally fine that you guys haven't noticed.
24,Michael,Oh.
24,Tahani Al-Jamil,Let's practice.
24,Janet,Okay.
24,Tahani Al-Jamil,"I'll make a request, and you give me that patented Bad Janet attitude."
24,Tahani Al-Jamil,Can I have a glass of water?
24,Janet,Here you go.
24,Tahani Al-Jamil,No.
24,Tahani Al-Jamil,Let's try again.
24,Tahani Al-Jamil,Be mean.
24,Tahani Al-Jamil,"Bad Janet, can I have a glass of water?"
24,Janet,No.
24,Janet,"I would never give you that, you� dumb person."
24,Tahani Al-Jamil,"Janet, what's that behind your back?"
24,Janet,Nothing.
24,Tahani Al-Jamil,Give it to me.
24,Janet,It's a glass of water.
24,Michael,Oh.
24,Janet,And a backup glass.
24,Janet,"Oh, boy."
24,Tahani Al-Jamil,"Oh, boy."
24,Michael,Oh.
24,Tahani Al-Jamil,"It's okay, we'll keep working."
24,Janet,Okay.
24,Michael,We're here.
24,Announcer,All trains today are delayed by three hours.
24,Announcer,Just like they are every day.
24,Announcer,"All passengers, you all suck and you're ugly."
24,Michael,Keep walking.
24,Michael,Keep your heads down.
24,Michael,Just act unnatural.
24,Michael,"Hey, guys."
24,Michael,Wait here while I go get us some more of these pins.
24,Tahani Al-Jamil,But what is this place?
24,Michael,It's just a place.
24,Michael,An area or location.
24,Michael,It's pretty straightforward.
24,Chidi Anagonye,"""The Museum of Human Misery""?"
24,Michael,"Oh, yeah."
24,Michael,It's a torture museum.
24,Michael,Famous examples of bad behavior and explanations of the torture they earned.
24,Jason Mendoza,Is there a gift shop?
24,Michael,"Jason, this is hell."
24,Michael,Of course there's a gift shop.
24,Michael,It's the least horrifying room.
24,Michael,It's the Hall of Low-Grade Crappiness.
24,Eleanor Shellstrop,"""First person to floss in an open-plan office""?"
24,Eleanor Shellstrop,"Well, she deserves to be tortured."
24,Eleanor Shellstrop,She's a monster.
24,Michael,This was the safest place I could think of.
24,Michael,No one ever comes in here.
24,Michael,"Guys, if you do leave this room you'll see things that will haunt you for eternity."
24,Michael,"Okay, back soon."
24,Michael,Bye.
24,Eleanor Shellstrop,"Hey, hey!"
24,Eleanor Shellstrop,Be careful.
24,Eleanor Shellstrop,Okay?
24,Michael,"""Be careful""?"
24,Eleanor Shellstrop,Yeah.
24,Michael,"Oh, Eleanor, are you worried about me?"
24,Eleanor Shellstrop,"Yeah, I'm worried."
24,Eleanor Shellstrop,"Cause you're our ticket out of here, genius."
24,Eleanor Shellstrop,Don't go getting all goopy on me.
24,Michael,Worry about them.
24,Michael,I'll be fine.
24,Eleanor Shellstrop,Okay.
24,Tahani Al-Jamil,"""First man to send an unsolicited picture of his genitals."""
24,Animatronic Man,Heh.
24,Animatronic Man,Heh.
24,Animatronic Man,Heh.
24,Chidi Anagonye,"""First waiter to approach a diner with an empty plate and sarcastically say, 'I guess you hated it.'"""
24,Jason Mendoza,"""First white person to grow dreadlocks and first person to call Ultimate Frisbee 'Ultimate'!"""
24,Jason Mendoza,This dude rules!
24,Petruchio,"All right, we've got a lot of work to do."
24,Petruchio,Why don't you set up the bar over by that wall?
24,Bad Janet,"Why don't you roll off your mom and do it yourself, you fat dink?"
24,Petruchio,Set up more tables.
24,Petruchio,We're expecting a big crowd.
24,Janet,"You got it, you piece of� butt."
24,Eleanor Shellstrop,Son of a bitch!
24,Eleanor Shellstrop,"Still happy I can swear now, but everything else about this is very bad."
24,Michael,"Hey, boss."
24,Michael,I'm back.
24,Shawn,Welcome home.
24,Shawn,Axe up.
24,Michael,Ow!
24,Michael,New scent.
24,Michael,"""Transformers""."
24,Shawn,Yes.
24,Shawn,It makes you smell how Transformers movies make you feel.
24,Michael,Still can't believe those jack-offs got away.
24,Michael,Really zips my tip.
24,Shawn,Yeah.
24,Michael,"Anyway, I drew up some extradition papers to get them back from Mindy's."
24,Michael,"I'll take a few of my most trusted staff, hop in the portal, file those with the Judge, quick stop for pancakes, and then I'll head on back."
24,Michael,"By the way, I'm gonna need four pins for my crew."
24,Shawn,This is very thorough.
24,Shawn,However�
24,Michael,Is that where we're putting top priority files nowadays?
24,Shawn,We won't need extradition papers.
24,Shawn,Plans are already in motion to get the humans back in a different way.
24,Michael,Ah.
24,Chidi Anagonye,"Oh, man, this is not good."
24,Chidi Anagonye,This is not good!
24,Eleanor Shellstrop,We can't stand here in a group.
24,Eleanor Shellstrop,Looks too conspicuous.
24,Eleanor Shellstrop,I'll go with Tahani.
24,Eleanor Shellstrop,"Chidi, go with Jason."
24,Eleanor Shellstrop,Jason's unearned confidence lets him do all the talking and you don't have to lie.
24,Eleanor Shellstrop,Okay?
24,Tahani Al-Jamil,"Come on, Diana, let's hit the bar."
24,Tahani Al-Jamil,"I'm gonna get me a tall glass of pipin' hot corn syrup and a scooter, so I can roll around the mall."
24,Eleanor Shellstrop,That's really good.
24,Tahani Al-Jamil,Thank you.
24,Petruchio,Hors d'oeuvre?
24,Jason Mendoza,"Oh, what do you got?"
24,Petruchio,"Soul food from Maine, bagels from Arkansas, Hawaiian pizza, of course, and egg salad from a hospital vending machine in Azerbaijan."
24,Jason Mendoza,That.
24,Petruchio,Have a terrible evening.
24,Chet,No way!
24,Chet,Trent?
24,Chet,Is that you?
24,Chidi Anagonye,"Uh, who else could it be?"
24,Chet,"Come on, tap it out."
24,Chet,"Boom, boom."
24,Chet,What's up?
24,Chet,I'm Chet.
24,Jason Mendoza,"Jake is my name, Molotov cocktails is my game."
24,Jason Mendoza,I think school is lame.
24,Jason Mendoza,I got a tattoo of David Blaine!
24,Jason Mendoza,What!
24,Chet,Whoo!
24,Chet,Tight!
24,Chet,Ball tap!
24,Jason Mendoza,Dip!
24,Jason Mendoza,Ball tap!
24,Chet,Ow!
24,Chet,"That's a firm ball tap, bro."
24,Chet,"Anyway, your boy Trent and I worked together in Partial Decapitations."
24,Chet,When did you leave Decap?
24,Chet,800 years ago?
24,Chidi Anagonye,Something like that.
24,Chet,"I just joined a new department, Toxic Masculinity."
24,Chet,"We torture Internet trolls, frat dudes."
24,Chet,It actually started as a training program to prep for when the Girls Gone Wild dude gets here.
24,Jason Mendoza,Joe Francis?
24,Chet,The one.
24,Jason Mendoza,Legend!
24,Chet,"Bro-hams, get over here and meet my top dog, Trent."
24,Chet,Dude's a straight beast when it comes to torture.
24,Dirk,"Sup, bro?"
24,Chork,"Sup, bro?"
24,Chet,It's pretty choice that we're running into you right now.
24,Chet,"My top dog, Dirk, here, he got stuck with a new case."
24,Chet,He can't crack it.
24,Chet,"Hit 'em with it, D-money."
24,Dirk,"I'm trying to torture this guy, Brant."
24,Dirk,Brant was a total lord.
24,Dirk,"He got kicked off of Rob Gronkowski's party cruise for throwing a lobster at a stripper, and then he died doing a keg stand in the back of a moving Jeep Wrangler."
24,Chet,"Anyways, we run a couple hundred torture scenarios."
24,Chet,None of them seemed quite right.
24,Chet,Think we can get you to crack this nut?
24,Chidi Anagonye,"Well, how can I say no?"
24,Chidi Anagonye,"Yeah, I know how I would say no."
24,Chidi Anagonye,"I'd be all like, ""No!"""
24,Chidi Anagonye,But I can't.
24,Chet,"You're so weird, Trent, man."
24,Chet,You're always so weird.
24,Chidi Anagonye,Yeah.
24,Chet,I love that about you.
24,Tahani Al-Jamil,"Don't get me wrong, I love shoving hot dogs into people, but once you've dogged every hole, you just start to feel like you're repeating yourself."
24,Megan,"I hear that, sister."
24,Megan,I'm gonna go take a dump.
24,Megan,You want me to grab you one?
24,Tahani Al-Jamil,"Nah, I'm good, thanks."
24,Megan,Not even a little nugg?
24,Tahani Al-Jamil,"Nah, I'm a'ight."
24,Megan,All right.
24,Eleanor Shellstrop,"Damn, you're good at this."
24,Tahani Al-Jamil,"Hang out with Johnny Depp enough, you become pretty good at lying."
24,Tahani Al-Jamil,"Like, ""No, your whole thing isn't exhausting at all!"""
24,Janet,"Hi, there� you big, stinky, poop-face guys."
24,Janet,"It's me, Good Janet."
24,Janet,"I'm sorry I called you big, stinky, poop-face guys."
